3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
3.000011620365343E-16 5.225232727625174E-15 
3.000011620365343E-16 5.225232727625174E-15 
2.1216363599326444E-14 5.173567534458817E-16 
